date,comp,round,venue,result,gf,ga,opponent,xg,xga,poss,sh,sot,fk,pk,pkatt,team
2023-08-19,Bundesliga,Matchweek 1,Home,L,1,2,Freiburg,1.4,2.6,50.0,22.0,4.0,0.0,0,0,Hoffenheim
2023-08-26,Bundesliga,Matchweek 2,Away,W,3,2,Heidenheim,3.0,2.4,62.0,15.0,5.0,2.0,1,1,Hoffenheim
2023-09-02,Bundesliga,Matchweek 3,Home,W,3,1,Wolfsburg,2.0,1.2,40.0,10.0,5.0,1.0,0,0,Hoffenheim
2023-09-16,Bundesliga,Matchweek 4,Away,W,3,1,Köln,1.0,1.0,44.0,13.0,5.0,2.0,0,0,Hoffenheim
2023-09-23,Bundesliga,Matchweek 5,Away,W,2,0,Union Berlin,2.0,1.6,43.0,10.0,2.0,2.0,1,1,Hoffenheim
2023-09-29,Bundesliga,Matchweek 6,Home,L,1,3,Dortmund,1.9,1.6,53.0,14.0,2.0,2.0,1,1,Hoffenheim
2023-10-07,Bundesliga,Matchweek 7,Away,W,3,2,Werder Bremen,1.9,0.8,52.0,10.0,4.0,0.0,0,0,Hoffenheim
2023-10-21,Bundesliga,Matchweek 8,Home,L,1,3,Eint Frankfurt,1.4,2.4,54.0,14.0,4.0,1.0,0,0,Hoffenheim
2023-10-28,Bundesliga,Matchweek 9,Away,W,3,2,Stuttgart,1.7,3.6,27.0,6.0,4.0,0.0,1,1,Hoffenheim
2023-11-01,DFB-Pokal,Round of 32,Away,L,0,1,Dortmund,,,46.0,6.0,3.0,,0,0,Hoffenheim
2023-11-04,Bundesliga,Matchweek 10,Home,L,2,3,Leverkusen,1.7,1.0,47.0,12.0,7.0,0.0,0,0,Hoffenheim
2023-11-11,Bundesliga,Matchweek 11,Away,D,1,1,Augsburg,0.8,1.0,66.0,12.0,6.0,0.0,0,0,Hoffenheim
2023-11-26,Bundesliga,Matchweek 12,Home,D,1,1,Mainz 05,1.2,1.8,53.0,15.0,4.0,0.0,0,0,Hoffenheim
2023-12-02,Bundesliga,Matchweek 13,Away,L,1,2,Gladbach,1.4,1.6,51.0,19.0,5.0,0.0,0,0,Hoffenheim
2023-12-08,Bundesliga,Matchweek 14,Home,W,3,1,Bochum,1.5,1.5,42.0,17.0,7.0,0.0,0,0,Hoffenheim
2023-12-16,Bundesliga,Matchweek 15,Away,L,1,3,RB Leipzig,0.8,2.8,43.0,9.0,4.0,1.0,0,0,Hoffenheim
2023-12-19,Bundesliga,Matchweek 16,Home,D,3,3,Darmstadt 98,3.5,0.8,45.0,13.0,3.0,1.0,1,1,Hoffenheim
2024-01-12,Bundesliga,Matchweek 17,Away,L,0,3,Bayern Munich,1.2,2.8,39.0,11.0,4.0,0.0,0,0,Hoffenheim
2024-01-20,Bundesliga,Matchweek 18,Away,L,2,3,Freiburg,1.4,2.7,56.0,16.0,4.0,0.0,0,0,Hoffenheim
2024-01-27,Bundesliga,Matchweek 19,Home,D,1,1,Heidenheim,2.8,1.1,67.0,22.0,6.0,0.0,1,1,Hoffenheim
2024-02-04,Bundesliga,Matchweek 20,Away,D,2,2,Wolfsburg,1.7,1.7,55.0,17.0,7.0,1.0,0,0,Hoffenheim
2024-02-11,Bundesliga,Matchweek 21,Home,D,1,1,Köln,1.2,0.1,57.0,10.0,3.0,0.0,0,0,Hoffenheim
2024-02-17,Bundesliga,Matchweek 22,Home,L,0,1,Union Berlin,1.0,1.4,66.0,18.0,4.0,0.0,0,0,Hoffenheim
2024-02-25,Bundesliga,Matchweek 23,Away,W,3,2,Dortmund,1.3,1.9,31.0,9.0,5.0,1.0,0,0,Hoffenheim
2024-03-03,Bundesliga,Matchweek 24,Home,W,2,1,Werder Bremen,1.7,1.3,47.0,14.0,7.0,0.0,0,0,Hoffenheim
2024-03-10,Bundesliga,Matchweek 25,Away,L,1,3,Eint Frankfurt,0.6,2.4,36.0,6.0,2.0,0.0,0,0,Hoffenheim
2024-03-16,Bundesliga,Matchweek 26,Home,L,0,3,Stuttgart,0.5,3.7,43.0,7.0,1.0,0.0,0,0,Hoffenheim
2024-03-30,Bundesliga,Matchweek 27,Away,L,1,2,Leverkusen,0.8,3.1,33.0,6.0,2.0,0.0,0,0,Hoffenheim
2024-04-07,Bundesliga,Matchweek 28,Home,W,3,1,Augsburg,1.8,1.2,54.0,18.0,6.0,0.0,0,0,Hoffenheim
2024-04-13,Bundesliga,Matchweek 29,Away,L,1,4,Mainz 05,0.5,2.1,53.0,5.0,1.0,0.0,0,0,Hoffenheim
2024-04-20,Bundesliga,Matchweek 30,Home,W,4,3,Gladbach,2.3,1.0,59.0,28.0,9.0,2.0,0,0,Hoffenheim
2024-04-26,Bundesliga,Matchweek 31,Away,L,2,3,Bochum,1.0,3.2,54.0,10.0,4.0,0.0,0,0,Hoffenheim
2024-05-03,Bundesliga,Matchweek 32,Home,D,1,1,RB Leipzig,1.6,0.8,55.0,20.0,8.0,0.0,0,0,Hoffenheim
2024-05-12,Bundesliga,Matchweek 33,Away,W,6,0,Darmstadt 98,3.3,0.6,59.0,12.0,7.0,0.0,0,0,Hoffenheim
2024-05-18,Bundesliga,Matchweek 34,Home,W,4,2,Bayern Munich,1.8,1.5,48.0,17.0,9.0,0.0,0,0,Hoffenheim
2023-08-13,DFB-Pokal,Round of 64,Away,W,8,0,Rostocker FC,,,63.0,39.0,21.0,,0,0,Heidenheim
2023-08-19,Bundesliga,Matchweek 1,Away,L,0,2,Wolfsburg,1.2,2.2,52.0,14.0,1.0,0.0,0,0,Heidenheim
2023-08-26,Bundesliga,Matchweek 2,Home,L,2,3,Hoffenheim,2.4,3.0,38.0,19.0,7.0,1.0,0,1,Heidenheim
2023-09-01,Bundesliga,Matchweek 3,Away,D,2,2,Dortmund,2.1,3.4,38.0,13.0,5.0,1.0,1,1,Heidenheim
2023-09-17,Bundesliga,Matchweek 4,Home,W,4,2,Werder Bremen,2.2,3.0,41.0,17.0,4.0,1.0,1,1,Heidenheim
2023-09-24,Bundesliga,Matchweek 5,Away,L,1,4,Leverkusen,0.5,3.4,29.0,2.0,2.0,0.0,0,0,Heidenheim
2023-09-30,Bundesliga,Matchweek 6,Home,W,1,0,Union Berlin,0.8,2.2,50.0,10.0,4.0,1.0,0,0,Heidenheim
2023-10-08,Bundesliga,Matchweek 7,Away,L,0,2,Eint Frankfurt,1.2,1.9,51.0,7.0,2.0,0.0,0,0,Heidenheim
2023-10-22,Bundesliga,Matchweek 8,Home,L,2,5,Augsburg,1.5,2.5,59.0,15.0,5.0,0.0,0,0,Heidenheim
2023-10-28,Bundesliga,Matchweek 9,Away,L,1,2,Gladbach,0.4,1.0,47.0,9.0,4.0,0.0,0,0,Heidenheim
2023-10-31,DFB-Pokal,Round of 32,Away,L,1,3,Gladbach,,,52.0,5.0,1.0,,0,0,Heidenheim
2023-11-05,Bundesliga,Matchweek 10,Home,W,2,0,Stuttgart,1.2,2.6,32.0,19.0,3.0,1.0,0,0,Heidenheim
2023-11-11,Bundesliga,Matchweek 11,Away,L,2,4,Bayern Munich,0.9,2.0,28.0,8.0,2.0,0.0,0,0,Heidenheim
2023-11-26,Bundesliga,Matchweek 12,Home,D,0,0,Bochum,0.8,0.4,49.0,9.0,3.0,0.0,0,0,Heidenheim
2023-12-02,Bundesliga,Matchweek 13,Away,L,1,2,RB Leipzig,1.0,4.0,30.0,7.0,1.0,0.0,0,0,Heidenheim
2023-12-09,Bundesliga,Matchweek 14,Home,W,3,2,Darmstadt 98,1.4,0.9,44.0,16.0,7.0,1.0,0,0,Heidenheim
2023-12-16,Bundesliga,Matchweek 15,Away,W,1,0,Mainz 05,0.5,1.6,35.0,6.0,2.0,0.0,0,0,Heidenheim
2023-12-20,Bundesliga,Matchweek 16,Home,W,3,2,Freiburg,1.9,1.8,53.0,15.0,3.0,1.0,0,0,Heidenheim
2024-01-13,Bundesliga,Matchweek 17,Away,D,1,1,Köln,0.9,0.9,49.0,9.0,2.0,1.0,0,0,Heidenheim
2024-01-20,Bundesliga,Matchweek 18,Home,D,1,1,Wolfsburg,1.1,1.1,53.0,12.0,3.0,1.0,0,0,Heidenheim
2024-01-27,Bundesliga,Matchweek 19,Away,D,1,1,Hoffenheim,1.1,2.8,33.0,14.0,3.0,0.0,0,0,Heidenheim
2024-02-02,Bundesliga,Matchweek 20,Home,D,0,0,Dortmund,1.2,0.6,31.0,12.0,0.0,0.0,0,0,Heidenheim
2024-02-10,Bundesliga,Matchweek 21,Away,W,2,1,Werder Bremen,1.8,1.7,35.0,11.0,3.0,0.0,0,0,Heidenheim
2024-02-17,Bundesliga,Matchweek 22,Home,L,1,2,Leverkusen,0.4,1.9,39.0,6.0,3.0,0.0,0,0,Heidenheim
2024-02-24,Bundesliga,Matchweek 23,Away,D,2,2,Union Berlin,1.1,1.1,42.0,10.0,4.0,0.0,0,0,Heidenheim
2024-03-02,Bundesliga,Matchweek 24,Home,L,1,2,Eint Frankfurt,1.0,1.2,58.0,15.0,3.0,0.0,0,0,Heidenheim
2024-03-09,Bundesliga,Matchweek 25,Away,L,0,1,Augsburg,0.4,0.5,42.0,6.0,1.0,0.0,0,0,Heidenheim
2024-03-16,Bundesliga,Matchweek 26,Home,D,1,1,Gladbach,1.1,0.5,53.0,19.0,3.0,0.0,0,0,Heidenheim
2024-03-31,Bundesliga,Matchweek 27,Away,D,3,3,Stuttgart,1.3,3.0,28.0,6.0,3.0,0.0,0,0,Heidenheim
2024-04-06,Bundesliga,Matchweek 28,Home,W,3,2,Bayern Munich,1.4,1.9,33.0,9.0,4.0,1.0,0,0,Heidenheim
2024-04-13,Bundesliga,Matchweek 29,Away,D,1,1,Bochum,1.1,1.2,39.0,11.0,3.0,0.0,0,0,Heidenheim
2024-04-20,Bundesliga,Matchweek 30,Home,L,1,2,RB Leipzig,1.0,1.8,39.0,10.0,4.0,1.0,0,0,Heidenheim
2024-04-28,Bundesliga,Matchweek 31,Away,W,1,0,Darmstadt 98,1.6,0.7,55.0,17.0,5.0,0.0,0,0,Heidenheim
2024-05-05,Bundesliga,Matchweek 32,Home,D,1,1,Mainz 05,0.9,1.4,46.0,15.0,5.0,0.0,0,0,Heidenheim
2024-05-11,Bundesliga,Matchweek 33,Away,D,1,1,Freiburg,0.7,1.5,44.0,8.0,3.0,0.0,0,0,Heidenheim
2024-05-18,Bundesliga,Matchweek 34,Home,W,4,1,Köln,1.0,2.3,49.0,16.0,7.0,1.0,0,0,Heidenheim
2023-08-12,DFB-Pokal,Round of 64,Away,L,2,3,Viktoria Köln,,,38.0,9.0,5.0,,1,1,Werder Bremen
2023-08-18,Bundesliga,Matchweek 1,Home,L,0,4,Bayern Munich,0.6,2.8,28.0,6.0,1.0,1.0,0,0,Werder Bremen
2023-08-26,Bundesliga,Matchweek 2,Away,L,0,1,Freiburg,1.0,2.4,51.0,15.0,1.0,1.0,0,0,Werder Bremen
2023-09-02,Bundesliga,Matchweek 3,Home,W,4,0,Mainz 05,2.7,0.5,45.0,12.0,5.0,0.0,1,1,Werder Bremen
2023-09-17,Bundesliga,Matchweek 4,Away,L,2,4,Heidenheim,3.0,2.2,59.0,10.0,3.0,0.0,0,1,Werder Bremen
2023-09-23,Bundesliga,Matchweek 5,Home,W,2,1,Köln,2.1,1.3,47.0,17.0,6.0,0.0,0,0,Werder Bremen
2023-10-01,Bundesliga,Matchweek 6,Away,L,2,4,Darmstadt 98,1.5,2.4,57.0,11.0,6.0,2.0,0,0,Werder Bremen
2023-10-07,Bundesliga,Matchweek 7,Home,L,2,3,Hoffenheim,0.8,1.9,48.0,13.0,3.0,0.0,0,0,Werder Bremen
2023-10-20,Bundesliga,Matchweek 8,Away,L,0,1,Dortmund,0.4,2.6,43.0,5.0,1.0,0.0,0,0,Werder Bremen
2023-10-28,Bundesliga,Matchweek 9,Home,W,2,0,Union Berlin,0.8,0.6,56.0,10.0,4.0,0.0,0,0,Werder Bremen
2023-11-05,Bundesliga,Matchweek 10,Away,D,2,2,Wolfsburg,1.2,1.6,44.0,13.0,4.0,1.0,0,0,Werder Bremen
2023-11-12,Bundesliga,Matchweek 11,Home,D,2,2,Eint Frankfurt,1.5,2.0,49.0,12.0,4.0,1.0,1,1,Werder Bremen
2023-11-25,Bundesliga,Matchweek 12,Home,L,0,3,Leverkusen,0.2,1.0,41.0,2.0,1.0,0.0,0,0,Werder Bremen
2023-12-02,Bundesliga,Matchweek 13,Away,L,0,2,Stuttgart,0.8,3.5,42.0,12.0,3.0,0.0,0,0,Werder Bremen
2023-12-09,Bundesliga,Matchweek 14,Home,W,2,0,Augsburg,1.5,0.7,48.0,14.0,5.0,0.0,0,0,Werder Bremen
2023-12-15,Bundesliga,Matchweek 15,Away,D,2,2,Gladbach,1.6,1.4,50.0,12.0,5.0,0.0,0,0,Werder Bremen
2023-12-19,Bundesliga,Matchweek 16,Home,D,1,1,RB Leipzig,1.5,1.7,45.0,11.0,1.0,1.0,0,0,Werder Bremen
2024-01-14,Bundesliga,Matchweek 17,Away,D,1,1,Bochum,0.8,0.7,51.0,16.0,3.0,0.0,0,0,Werder Bremen
2024-01-21,Bundesliga,Matchweek 18,Away,W,1,0,Bayern Munich,0.4,1.9,32.0,8.0,3.0,0.0,0,0,Werder Bremen
2024-01-27,Bundesliga,Matchweek 19,Home,W,3,1,Freiburg,2.5,1.2,42.0,13.0,2.0,0.0,1,1,Werder Bremen
2024-02-03,Bundesliga,Matchweek 20,Away,W,1,0,Mainz 05,0.6,0.8,41.0,6.0,1.0,0.0,0,0,Werder Bremen
2024-02-10,Bundesliga,Matchweek 21,Home,L,1,2,Heidenheim,1.7,1.8,65.0,15.0,3.0,1.0,0,0,Werder Bremen
2024-02-16,Bundesliga,Matchweek 22,Away,W,1,0,Köln,1.8,0.8,43.0,13.0,4.0,0.0,0,0,Werder Bremen
2024-02-24,Bundesliga,Matchweek 23,Home,D,1,1,Darmstadt 98,1.8,1.0,55.0,15.0,4.0,0.0,0,0,Werder Bremen
2024-03-03,Bundesliga,Matchweek 24,Away,L,1,2,Hoffenheim,1.3,1.7,53.0,18.0,7.0,2.0,0,0,Werder Bremen
2024-03-09,Bundesliga,Matchweek 25,Home,L,1,2,Dortmund,1.8,1.2,46.0,16.0,5.0,2.0,0,0,Werder Bremen
2024-03-16,Bundesliga,Matchweek 26,Away,L,1,2,Union Berlin,1.1,1.1,50.0,11.0,2.0,0.0,0,0,Werder Bremen
2024-03-30,Bundesliga,Matchweek 27,Home,L,0,2,Wolfsburg,0.5,2.3,49.0,6.0,1.0,0.0,0,0,Werder Bremen
2024-04-05,Bundesliga,Matchweek 28,Away,D,1,1,Eint Frankfurt,1.6,2.1,34.0,11.0,7.0,1.0,0,0,Werder Bremen
2024-04-14,Bundesliga,Matchweek 29,Away,L,0,5,Leverkusen,0.7,3.2,44.0,7.0,3.0,0.0,0,0,Werder Bremen
2024-04-21,Bundesliga,Matchweek 30,Home,W,2,1,Stuttgart,1.5,2.2,31.0,8.0,1.0,0.0,1,1,Werder Bremen
2024-04-27,Bundesliga,Matchweek 31,Away,W,3,0,Augsburg,2.0,0.6,46.0,14.0,5.0,0.0,1,1,Werder Bremen
2024-05-04,Bundesliga,Matchweek 32,Home,D,2,2,Gladbach,1.4,1.9,56.0,18.0,6.0,1.0,0,0,Werder Bremen
2024-05-11,Bundesliga,Matchweek 33,Away,D,1,1,RB Leipzig,1.1,1.4,55.0,11.0,2.0,0.0,0,0,Werder Bremen
2024-05-18,Bundesliga,Matchweek 34,Home,W,4,1,Bochum,3.0,2.1,46.0,26.0,13.0,0.0,0,0,Werder Bremen
2023-08-13,DFB-Pokal,Round of 64,Away,W,2,0,SV Oberachern,,,76.0,30.0,11.0,,0,0,Freiburg
2023-08-19,Bundesliga,Matchweek 1,Away,W,2,1,Hoffenheim,2.6,1.4,50.0,18.0,7.0,0.0,0,0,Freiburg
2023-08-26,Bundesliga,Matchweek 2,Home,W,1,0,Werder Bremen,2.4,1.0,49.0,23.0,7.0,0.0,0,0,Freiburg
2023-09-02,Bundesliga,Matchweek 3,Away,L,0,5,Stuttgart,1.0,1.7,52.0,13.0,7.0,0.0,0,0,Freiburg
2023-09-16,Bundesliga,Matchweek 4,Home,L,2,4,Dortmund,1.0,2.3,50.0,15.0,4.0,1.0,0,0,Freiburg
2023-09-21,Europa Lg,Group stage,Away,W,3,2,gr Olympiacos,1.6,2.3,53.0,12.0,5.0,0.0,1,1,Freiburg
2023-09-24,Bundesliga,Matchweek 5,Away,D,0,0,Eint Frankfurt,0.5,0.6,43.0,7.0,1.0,0.0,0,0,Freiburg
2023-10-01,Bundesliga,Matchweek 6,Home,W,2,0,Augsburg,1.0,0.8,53.0,6.0,2.0,0.0,1,1,Freiburg
2023-10-05,Europa Lg,Group stage,Home,L,1,2,eng West Ham,1.5,1.0,55.0,11.0,5.0,0.0,0,0,Freiburg
2023-10-08,Bundesliga,Matchweek 7,Away,L,0,3,Bayern Munich,0.1,2.4,31.0,2.0,0.0,0.0,0,0,Freiburg
2023-10-21,Bundesliga,Matchweek 8,Home,W,2,1,Bochum,2.3,1.5,58.0,16.0,4.0,1.0,1,1,Freiburg
2023-10-26,Europa Lg,Group stage,Away,W,3,1,rs TSC Bačka Top,2.1,0.7,63.0,15.0,4.0,1.0,1,1,Freiburg
2023-10-29,Bundesliga,Matchweek 9,Away,L,1,2,Leverkusen,0.9,1.4,30.0,10.0,3.0,0.0,0,0,Freiburg
2023-11-01,DFB-Pokal,Round of 32,Home,L,1,3,Paderborn 07,,,65.0,20.0,9.0,,0,0,Freiburg
2023-11-04,Bundesliga,Matchweek 10,Home,D,3,3,Gladbach,3.3,2.2,59.0,15.0,7.0,0.0,1,1,Freiburg
2023-11-09,Europa Lg,Group stage,Home,W,5,0,rs TSC Bačka Top,3.7,0.2,66.0,29.0,10.0,0.0,0,0,Freiburg
2023-11-12,Bundesliga,Matchweek 11,Away,L,1,3,RB Leipzig,0.5,1.9,39.0,9.0,3.0,0.0,0,0,Freiburg
2023-11-25,Bundesliga,Matchweek 12,Home,D,1,1,Darmstadt 98,1.6,0.4,66.0,15.0,3.0,1.0,0,0,Freiburg
2023-11-30,Europa Lg,Group stage,Home,W,5,0,gr Olympiacos,1.4,0.7,54.0,12.0,6.0,0.0,0,0,Freiburg
2023-12-03,Bundesliga,Matchweek 13,Away,W,1,0,Mainz 05,0.9,2.3,39.0,13.0,5.0,0.0,0,0,Freiburg
2023-12-09,Bundesliga,Matchweek 14,Away,W,1,0,Wolfsburg,1.1,1.2,42.0,4.0,1.0,0.0,0,0,Freiburg
2023-12-14,Europa Lg,Group stage,Away,L,0,2,eng West Ham,0.4,1.6,43.0,12.0,4.0,0.0,0,0,Freiburg
2023-12-17,Bundesliga,Matchweek 15,Home,W,2,0,Köln,3.0,1.2,52.0,22.0,7.0,0.0,0,0,Freiburg
2023-12-20,Bundesliga,Matchweek 16,Away,L,2,3,Heidenheim,1.8,1.9,47.0,10.0,3.0,0.0,1,1,Freiburg
2024-01-13,Bundesliga,Matchweek 17,Home,D,0,0,Union Berlin,1.8,0.5,57.0,13.0,3.0,0.0,0,0,Freiburg
2024-01-20,Bundesliga,Matchweek 18,Home,W,3,2,Hoffenheim,2.7,1.4,44.0,18.0,9.0,1.0,0,0,Freiburg
2024-01-27,Bundesliga,Matchweek 19,Away,L,1,3,Werder Bremen,1.2,2.5,58.0,6.0,3.0,1.0,1,1,Freiburg
2024-02-03,Bundesliga,Matchweek 20,Home,L,1,3,Stuttgart,0.7,1.7,35.0,6.0,3.0,0.0,0,0,Freiburg
2024-02-09,Bundesliga,Matchweek 21,Away,L,0,3,Dortmund,0.3,1.9,34.0,6.0,3.0,0.0,0,0,Freiburg
2024-02-15,Europa Lg,Knockout round play-offs,Away,D,0,0,fr Lens,1.6,0.6,43.0,17.0,4.0,0.0,0,0,Freiburg
2024-02-18,Bundesliga,Matchweek 22,Home,D,3,3,Eint Frankfurt,2.2,1.0,54.0,12.0,6.0,0.0,1,1,Freiburg
2024-02-22,Europa Lg,Knockout round play-offs,Home,W,3,2,fr Lens,3.2,0.8,49.0,24.0,8.0,0.0,0,0,Freiburg
2024-02-25,Bundesliga,Matchweek 23,Away,L,1,2,Augsburg,1.6,1.6,37.0,4.0,0.0,0.0,1,1,Freiburg
2024-03-01,Bundesliga,Matchweek 24,Home,D,2,2,Bayern Munich,1.5,1.8,38.0,17.0,6.0,0.0,0,0,Freiburg
2024-03-07,Europa Lg,Round of 16,Home,W,1,0,eng West Ham,1.5,1.4,58.0,15.0,4.0,0.0,0,0,Freiburg
2024-03-10,Bundesliga,Matchweek 25,Away,W,2,1,Bochum,1.4,1.2,40.0,9.0,4.0,0.0,0,0,Freiburg
2024-03-14,Europa Lg,Round of 16,Away,L,0,5,eng West Ham,0.3,2.1,60.0,10.0,3.0,0.0,0,0,Freiburg
2024-03-17,Bundesliga,Matchweek 26,Home,L,2,3,Leverkusen,0.9,2.3,33.0,11.0,3.0,0.0,0,0,Freiburg
2024-03-30,Bundesliga,Matchweek 27,Away,W,3,0,Gladbach,1.7,1.5,46.0,14.0,8.0,1.0,0,0,Freiburg
2024-04-06,Bundesliga,Matchweek 28,Home,L,1,4,RB Leipzig,1.6,2.3,47.0,12.0,2.0,0.0,0,1,Freiburg
2024-04-14,Bundesliga,Matchweek 29,Away,W,1,0,Darmstadt 98,0.9,1.1,47.0,9.0,3.0,0.0,0,0,Freiburg
2024-04-21,Bundesliga,Matchweek 30,Home,D,1,1,Mainz 05,1.1,1.0,40.0,6.0,3.0,0.0,0,0,Freiburg
2024-04-27,Bundesliga,Matchweek 31,Home,L,1,2,Wolfsburg,2.2,0.5,51.0,14.0,3.0,0.0,0,1,Freiburg
2024-05-04,Bundesliga,Matchweek 32,Away,D,0,0,Köln,0.8,0.9,44.0,4.0,0.0,0.0,0,0,Freiburg
2024-05-11,Bundesliga,Matchweek 33,Home,D,1,1,Heidenheim,1.5,0.7,56.0,20.0,4.0,1.0,0,0,Freiburg
2024-05-18,Bundesliga,Matchweek 34,Away,L,1,2,Union Berlin,1.0,2.3,62.0,13.0,4.0,0.0,0,0,Freiburg
2023-08-13,DFB-Pokal,Round of 64,Away,L,0,2,Unterhaching,,,63.0,16.0,3.0,,0,0,Augsburg
2023-08-19,Bundesliga,Matchweek 1,Home,D,4,4,Gladbach,2.3,1.7,56.0,19.0,6.0,1.0,1,1,Augsburg
2023-08-27,Bundesliga,Matchweek 2,Away,L,1,3,Bayern Munich,0.7,2.8,39.0,10.0,2.0,0.0,0,0,Augsburg
2023-09-02,Bundesliga,Matchweek 3,Home,D,2,2,Bochum,1.9,1.6,38.0,11.0,4.0,0.0,0,0,Augsburg
2023-09-16,Bundesliga,Matchweek 4,Away,L,0,3,RB Leipzig,1.7,1.1,46.0,16.0,5.0,0.0,0,0,Augsburg
2023-09-23,Bundesliga,Matchweek 5,Home,W,2,1,Mainz 05,0.8,0.6,41.0,5.0,3.0,0.0,0,0,Augsburg
2023-10-01,Bundesliga,Matchweek 6,Away,L,0,2,Freiburg,0.8,1.0,47.0,13.0,3.0,0.0,0,0,Augsburg
2023-10-07,Bundesliga,Matchweek 7,Home,L,1,2,Darmstadt 98,0.9,1.8,48.0,18.0,3.0,1.0,0,0,Augsburg
2023-10-22,Bundesliga,Matchweek 8,Away,W,5,2,Heidenheim,2.5,1.5,41.0,8.0,5.0,0.0,1,1,Augsburg
2023-10-28,Bundesliga,Matchweek 9,Home,W,3,2,Wolfsburg,1.4,1.4,40.0,8.0,5.0,0.0,0,0,Augsburg
2023-11-04,Bundesliga,Matchweek 10,Away,D,1,1,Köln,2.6,2.0,41.0,18.0,2.0,1.0,0,0,Augsburg
2023-11-11,Bundesliga,Matchweek 11,Home,D,1,1,Hoffenheim,1.0,0.8,34.0,11.0,6.0,0.0,0,0,Augsburg
2023-11-25,Bundesliga,Matchweek 12,Away,D,1,1,Union Berlin,1.7,2.1,39.0,10.0,1.0,1.0,1,1,Augsburg
2023-12-03,Bundesliga,Matchweek 13,Home,W,2,1,Eint Frankfurt,1.4,1.0,36.0,7.0,3.0,0.0,0,1,Augsburg
2023-12-09,Bundesliga,Matchweek 14,Away,L,0,2,Werder Bremen,0.7,1.5,52.0,11.0,1.0,0.0,0,0,Augsburg
2023-12-16,Bundesliga,Matchweek 15,Home,D,1,1,Dortmund,1.8,2.6,37.0,20.0,3.0,0.0,0,0,Augsburg
2023-12-20,Bundesliga,Matchweek 16,Away,L,0,3,Stuttgart,0.2,2.6,34.0,6.0,4.0,0.0,0,0,Augsburg
2024-01-13,Bundesliga,Matchweek 17,Home,L,0,1,Leverkusen,0.4,2.0,24.0,3.0,0.0,0.0,0,0,Augsburg
2024-01-21,Bundesliga,Matchweek 18,Away,W,2,1,Gladbach,1.3,1.7,45.0,15.0,7.0,0.0,0,0,Augsburg
2024-01-27,Bundesliga,Matchweek 19,Home,L,2,3,Bayern Munich,2.6,2.3,42.0,13.0,5.0,1.0,1,2,Augsburg
2024-02-03,Bundesliga,Matchweek 20,Away,D,1,1,Bochum,1.6,0.9,51.0,13.0,2.0,0.0,1,1,Augsburg
2024-02-10,Bundesliga,Matchweek 21,Home,D,2,2,RB Leipzig,0.7,1.3,42.0,11.0,4.0,0.0,0,0,Augsburg
2024-02-17,Bundesliga,Matchweek 22,Away,L,0,1,Mainz 05,1.0,2.1,54.0,10.0,3.0,0.0,0,0,Augsburg
2024-02-25,Bundesliga,Matchweek 23,Home,W,2,1,Freiburg,1.6,1.6,63.0,19.0,8.0,1.0,0,0,Augsburg
2024-03-02,Bundesliga,Matchweek 24,Away,W,6,0,Darmstadt 98,2.9,0.8,54.0,22.0,7.0,0.0,0,0,Augsburg
2024-03-09,Bundesliga,Matchweek 25,Home,W,1,0,Heidenheim,0.5,0.4,58.0,7.0,3.0,1.0,0,0,Augsburg
2024-03-16,Bundesliga,Matchweek 26,Away,W,3,1,Wolfsburg,0.7,1.3,50.0,15.0,5.0,1.0,0,0,Augsburg
2024-03-31,Bundesliga,Matchweek 27,Home,D,1,1,Köln,2.2,1.3,57.0,25.0,5.0,1.0,0,0,Augsburg
2024-04-07,Bundesliga,Matchweek 28,Away,L,1,3,Hoffenheim,1.2,1.8,46.0,15.0,6.0,0.0,0,0,Augsburg
2024-04-12,Bundesliga,Matchweek 29,Home,W,2,0,Union Berlin,1.6,1.6,47.0,10.0,4.0,0.0,0,0,Augsburg
2024-04-19,Bundesliga,Matchweek 30,Away,L,1,3,Eint Frankfurt,0.5,1.8,37.0,6.0,1.0,0.0,0,0,Augsburg
2024-04-27,Bundesliga,Matchweek 31,Home,L,0,3,Werder Bremen,0.6,2.0,54.0,13.0,1.0,0.0,0,0,Augsburg
2024-05-04,Bundesliga,Matchweek 32,Away,L,1,5,Dortmund,2.5,4.0,39.0,22.0,3.0,0.0,0,0,Augsburg
2024-05-10,Bundesliga,Matchweek 33,Home,L,0,1,Stuttgart,0.6,1.9,24.0,9.0,1.0,2.0,0,0,Augsburg
2024-05-18,Bundesliga,Matchweek 34,Away,L,1,2,Leverkusen,1.2,2.4,35.0,10.0,2.0,1.0,0,0,Augsburg
2023-08-13,DFB-Pokal,Round of 64,Away,W,6,0,TuS Makkabi Berlin,,,66.0,18.0,13.0,,0,0,Wolfsburg
2023-08-19,Bundesliga,Matchweek 1,Home,W,2,0,Heidenheim,2.2,1.2,48.0,18.0,8.0,0.0,0,0,Wolfsburg
2023-08-26,Bundesliga,Matchweek 2,Away,W,2,1,Köln,1.7,0.9,50.0,9.0,6.0,0.0,0,0,Wolfsburg
2023-09-02,Bundesliga,Matchweek 3,Away,L,1,3,Hoffenheim,1.2,2.0,60.0,13.0,7.0,1.0,0,0,Wolfsburg
2023-09-16,Bundesliga,Matchweek 4,Home,W,2,1,Union Berlin,0.4,1.1,44.0,8.0,3.0,1.0,0,0,Wolfsburg
