date,comp,round,venue,result,gf,ga,opponent,xg,xga,poss,sh,sot,fk,pk,pkatt,team
2023-09-20,Champions Lg,Group stage,Home,W,4,3,eng Manchester Utd,2.2,1.7,59.0,18.0,8.0,0.0,1,1,Bayern Munich
2023-09-23,Bundesliga,Matchweek 5,Home,W,7,0,Bochum,4.8,0.1,62.0,25.0,14.0,0.0,1,1,Bayern Munich
2023-09-26,DFB-Pokal,Round of 64,Away,W,4,0,Preußen Münster,,,72.0,26.0,9.0,,0,0,Bayern Munich
2023-09-30,Bundesliga,Matchweek 6,Away,D,2,2,RB Leipzig,2.3,0.7,65.0,10.0,4.0,1.0,1,1,Bayern Munich
2023-10-03,Champions Lg,Group stage,Away,W,2,1,dk FC Copenhagen,0.9,0.9,57.0,15.0,5.0,1.0,0,0,Bayern Munich
2023-10-08,Bundesliga,Matchweek 7,Home,W,3,0,Freiburg,2.4,0.1,69.0,21.0,6.0,0.0,0,0,Bayern Munich
2023-10-21,Bundesliga,Matchweek 8,Away,W,3,1,Mainz 05,1.8,1.1,62.0,13.0,5.0,0.0,0,0,Bayern Munich
2023-10-24,Champions Lg,Group stage,Away,W,3,1,tr Galatasaray,1.9,2.7,48.0,14.0,6.0,1.0,0,0,Bayern Munich
2023-10-28,Bundesliga,Matchweek 9,Home,W,8,0,Darmstadt 98,5.8,0.7,54.0,29.0,16.0,3.0,0,0,Bayern Munich
2023-11-01,DFB-Pokal,Round of 32,Away,L,1,2,Saarbrücken,,,75.0,18.0,7.0,,0,0,Bayern Munich
2023-11-04,Bundesliga,Matchweek 10,Away,W,4,0,Dortmund,3.2,1.0,51.0,14.0,8.0,0.0,0,0,Bayern Munich
2023-11-08,Champions Lg,Group stage,Home,W,2,1,tr Galatasaray,2.5,0.7,61.0,16.0,4.0,0.0,0,0,Bayern Munich
2023-11-11,Bundesliga,Matchweek 11,Home,W,4,2,Heidenheim,2.0,0.9,72.0,19.0,8.0,0.0,0,0,Bayern Munich
2023-11-24,Bundesliga,Matchweek 12,Away,W,1,0,Köln,3.5,0.2,68.0,21.0,4.0,0.0,0,0,Bayern Munich
2023-11-29,Champions Lg,Group stage,Home,D,0,0,dk FC Copenhagen,0.7,0.7,62.0,9.0,2.0,1.0,0,0,Bayern Munich
2023-12-09,Bundesliga,Matchweek 14,Away,L,1,5,Eint Frankfurt,2.1,1.3,64.0,20.0,4.0,0.0,0,0,Bayern Munich
2023-12-12,Champions Lg,Group stage,Away,W,1,0,eng Manchester Utd,1.2,0.3,59.0,10.0,3.0,0.0,0,0,Bayern Munich
2023-12-17,Bundesliga,Matchweek 15,Home,W,3,0,Stuttgart,2.8,0.4,38.0,17.0,8.0,1.0,0,0,Bayern Munich
2023-12-20,Bundesliga,Matchweek 16,Away,W,2,1,Wolfsburg,2.5,0.3,61.0,21.0,7.0,2.0,0,0,Bayern Munich
2024-01-12,Bundesliga,Matchweek 17,Home,W,3,0,Hoffenheim,2.8,1.2,61.0,27.0,11.0,0.0,0,0,Bayern Munich
2024-01-21,Bundesliga,Matchweek 18,Home,L,0,1,Werder Bremen,1.9,0.4,68.0,22.0,7.0,1.0,0,0,Bayern Munich
2024-01-24,Bundesliga,Matchweek 13,Home,W,1,0,Union Berlin,2.1,0.2,72.0,22.0,10.0,0.0,0,0,Bayern Munich
2024-01-27,Bundesliga,Matchweek 19,Away,W,3,2,Augsburg,2.3,2.6,58.0,13.0,4.0,0.0,0,0,Bayern Munich
2024-02-03,Bundesliga,Matchweek 20,Home,W,3,1,Gladbach,2.1,1.0,55.0,20.0,6.0,1.0,0,0,Bayern Munich
2024-02-10,Bundesliga,Matchweek 21,Away,L,0,3,Leverkusen,0.6,1.3,61.0,9.0,1.0,0.0,0,0,Bayern Munich
2024-02-14,Champions Lg,Round of 16,Away,L,0,1,it Lazio,1.1,1.6,61.0,17.0,0.0,1.0,0,0,Bayern Munich
2024-02-18,Bundesliga,Matchweek 22,Away,L,2,3,Bochum,3.3,1.7,68.0,27.0,9.0,0.0,0,0,Bayern Munich
2024-02-24,Bundesliga,Matchweek 23,Home,W,2,1,RB Leipzig,1.5,0.9,57.0,16.0,4.0,0.0,0,0,Bayern Munich
2024-03-01,Bundesliga,Matchweek 24,Away,D,2,2,Freiburg,1.8,1.5,62.0,20.0,7.0,0.0,0,0,Bayern Munich
2024-03-05,Champions Lg,Round of 16,Home,W,3,0,it Lazio,3.5,0.4,60.0,24.0,7.0,0.0,0,0,Bayern Munich
2024-03-09,Bundesliga,Matchweek 25,Home,W,8,1,Mainz 05,6.2,0.8,59.0,24.0,11.0,0.0,0,0,Bayern Munich
2024-03-16,Bundesliga,Matchweek 26,Away,W,5,2,Darmstadt 98,3.6,1.2,76.0,27.0,6.0,0.0,0,0,Bayern Munich
2024-03-30,Bundesliga,Matchweek 27,Home,L,0,2,Dortmund,1.5,0.9,61.0,17.0,1.0,0.0,0,0,Bayern Munich
2024-04-06,Bundesliga,Matchweek 28,Away,L,2,3,Heidenheim,1.9,1.4,67.0,15.0,7.0,0.0,0,0,Bayern Munich
2024-04-09,Champions Lg,Quarter-finals,Away,D,2,2,eng Arsenal,1.9,1.0,41.0,7.0,1.0,0.0,1,1,Bayern Munich
2024-04-13,Bundesliga,Matchweek 29,Home,W,2,0,Köln,2.2,0.9,69.0,16.0,6.0,0.0,0,0,Bayern Munich
2024-04-17,Champions Lg,Quarter-finals,Home,W,1,0,eng Arsenal,1.3,0.4,51.0,15.0,3.0,0.0,0,0,Bayern Munich
2024-04-20,Bundesliga,Matchweek 30,Away,W,5,1,Union Berlin,1.4,1.4,63.0,19.0,9.0,1.0,0,0,Bayern Munich
2024-04-27,Bundesliga,Matchweek 31,Home,W,2,1,Eint Frankfurt,3.3,0.5,62.0,19.0,7.0,0.0,1,1,Bayern Munich
2024-04-30,Champions Lg,Semi-finals,Home,D,2,2,es Real Madrid,1.6,1.9,51.0,13.0,4.0,1.0,1,1,Bayern Munich
2024-05-04,Bundesliga,Matchweek 32,Away,L,1,3,Stuttgart,1.7,1.8,39.0,9.0,2.0,0.0,1,1,Bayern Munich
2024-05-08,Champions Lg,Semi-finals,Away,L,1,2,es Real Madrid,0.4,2.8,43.0,8.0,5.0,0.0,0,0,Bayern Munich
2024-05-12,Bundesliga,Matchweek 33,Home,W,2,0,Wolfsburg,0.3,0.2,59.0,6.0,3.0,1.0,0,0,Bayern Munich
2024-05-18,Bundesliga,Matchweek 34,Away,L,2,4,Hoffenheim,1.5,1.8,52.0,11.0,4.0,1.0,0,0,Bayern Munich
2023-08-12,DFL-Supercup,DFL-Supercup,Away,W,3,0,Bayern Munich,,,33.0,10.0,5.0,,1,1,RB Leipzig
2023-08-19,Bundesliga,Matchweek 1,Away,L,2,3,Leverkusen,1.6,1.4,56.0,14.0,6.0,0.0,0,0,RB Leipzig
2023-08-25,Bundesliga,Matchweek 2,Home,W,5,1,Stuttgart,1.8,1.1,54.0,20.0,11.0,2.0,0,0,RB Leipzig
2023-09-03,Bundesliga,Matchweek 3,Away,W,3,0,Union Berlin,1.2,0.3,64.0,14.0,7.0,0.0,0,0,RB Leipzig
2023-09-16,Bundesliga,Matchweek 4,Home,W,3,0,Augsburg,1.1,1.7,54.0,9.0,6.0,0.0,0,0,RB Leipzig
2023-09-19,Champions Lg,Group stage,Away,W,3,1,ch Young Boys,2.6,0.5,45.0,21.0,8.0,0.0,0,0,RB Leipzig
2023-09-23,Bundesliga,Matchweek 5,Away,W,1,0,Gladbach,0.7,0.8,55.0,8.0,4.0,1.0,0,0,RB Leipzig
2023-09-27,DFB-Pokal,Round of 64,Away,W,3,2,Wehen,,,68.0,14.0,8.0,,0,0,RB Leipzig
2023-09-30,Bundesliga,Matchweek 6,Home,D,2,2,Bayern Munich,0.7,2.3,35.0,6.0,2.0,0.0,0,0,RB Leipzig
2023-10-04,Champions Lg,Group stage,Home,L,1,3,eng Manchester City,0.5,2.2,32.0,3.0,1.0,0.0,0,0,RB Leipzig
2023-10-07,Bundesliga,Matchweek 7,Home,D,0,0,Bochum,2.5,0.4,75.0,15.0,3.0,2.0,0,2,RB Leipzig
2023-10-21,Bundesliga,Matchweek 8,Away,W,3,1,Darmstadt 98,1.9,2.4,43.0,10.0,7.0,3.0,0,0,RB Leipzig
2023-10-25,Champions Lg,Group stage,Home,W,3,1,rs Red Star,3.1,1.0,65.0,27.0,10.0,2.0,0,0,RB Leipzig
2023-10-28,Bundesliga,Matchweek 9,Home,W,6,0,Köln,4.2,0.9,62.0,25.0,12.0,2.0,1,1,RB Leipzig
2023-10-31,DFB-Pokal,Round of 32,Away,L,0,1,Wolfsburg,,,66.0,11.0,1.0,,0,0,RB Leipzig
2023-11-04,Bundesliga,Matchweek 10,Away,L,0,2,Mainz 05,0.5,0.9,67.0,10.0,1.0,0.0,0,0,RB Leipzig
2023-11-07,Champions Lg,Group stage,Away,W,2,1,rs Red Star,2.3,1.5,50.0,24.0,4.0,0.0,0,0,RB Leipzig
2023-11-12,Bundesliga,Matchweek 11,Home,W,3,1,Freiburg,1.9,0.5,61.0,14.0,5.0,0.0,1,1,RB Leipzig
2023-11-25,Bundesliga,Matchweek 12,Away,L,1,2,Wolfsburg,2.7,0.9,64.0,25.0,9.0,0.0,0,0,RB Leipzig
2023-11-28,Champions Lg,Group stage,Away,L,2,3,eng Manchester City,0.5,1.8,30.0,5.0,3.0,0.0,0,0,RB Leipzig
2023-12-02,Bundesliga,Matchweek 13,Home,W,2,1,Heidenheim,4.0,1.0,70.0,22.0,7.0,0.0,1,1,RB Leipzig
2023-12-09,Bundesliga,Matchweek 14,Away,W,3,2,Dortmund,2.8,1.5,47.0,26.0,8.0,1.0,0,0,RB Leipzig
2023-12-13,Champions Lg,Group stage,Home,W,2,1,ch Young Boys,0.7,1.5,53.0,10.0,2.0,2.0,0,0,RB Leipzig
2023-12-16,Bundesliga,Matchweek 15,Home,W,3,1,Hoffenheim,2.8,0.8,57.0,22.0,10.0,1.0,0,0,RB Leipzig
2023-12-19,Bundesliga,Matchweek 16,Away,D,1,1,Werder Bremen,1.7,1.5,55.0,17.0,8.0,0.0,0,0,RB Leipzig
2024-01-13,Bundesliga,Matchweek 17,Home,L,0,1,Eint Frankfurt,3.5,1.1,62.0,31.0,8.0,0.0,0,0,RB Leipzig
2024-01-20,Bundesliga,Matchweek 18,Home,L,2,3,Leverkusen,1.6,2.0,40.0,10.0,6.0,0.0,0,0,RB Leipzig
2024-01-27,Bundesliga,Matchweek 19,Away,L,2,5,Stuttgart,0.4,2.2,46.0,4.0,2.0,0.0,0,0,RB Leipzig
2024-02-04,Bundesliga,Matchweek 20,Home,W,2,0,Union Berlin,1.1,0.5,66.0,16.0,6.0,1.0,0,0,RB Leipzig
2024-02-10,Bundesliga,Matchweek 21,Away,D,2,2,Augsburg,1.3,0.7,58.0,8.0,6.0,0.0,0,1,RB Leipzig
2024-02-13,Champions Lg,Round of 16,Home,L,0,1,es Real Madrid,1.4,1.4,50.0,14.0,9.0,0.0,0,0,RB Leipzig
2024-02-17,Bundesliga,Matchweek 22,Home,W,2,0,Gladbach,1.7,0.7,49.0,16.0,9.0,0.0,0,0,RB Leipzig
2024-02-24,Bundesliga,Matchweek 23,Away,L,1,2,Bayern Munich,0.9,1.5,43.0,11.0,6.0,0.0,0,0,RB Leipzig
2024-03-02,Bundesliga,Matchweek 24,Away,W,4,1,Bochum,2.1,0.8,56.0,12.0,4.0,0.0,0,0,RB Leipzig
2024-03-06,Champions Lg,Round of 16,Away,D,1,1,es Real Madrid,1.0,0.8,47.0,20.0,4.0,1.0,0,0,RB Leipzig
2024-03-09,Bundesliga,Matchweek 25,Home,W,2,0,Darmstadt 98,3.2,0.5,64.0,29.0,8.0,3.0,0,0,RB Leipzig
2024-03-15,Bundesliga,Matchweek 26,Away,W,5,1,Köln,3.3,1.2,66.0,22.0,8.0,1.0,0,0,RB Leipzig
2024-03-30,Bundesliga,Matchweek 27,Home,D,0,0,Mainz 05,2.5,0.9,66.0,20.0,9.0,0.0,0,0,RB Leipzig
2024-04-06,Bundesliga,Matchweek 28,Away,W,4,1,Freiburg,2.3,1.6,53.0,14.0,6.0,0.0,0,0,RB Leipzig
2024-04-13,Bundesliga,Matchweek 29,Home,W,3,0,Wolfsburg,1.3,0.4,50.0,16.0,6.0,0.0,0,0,RB Leipzig
2024-04-20,Bundesliga,Matchweek 30,Away,W,2,1,Heidenheim,1.8,1.0,61.0,12.0,4.0,0.0,0,0,RB Leipzig
2024-04-27,Bundesliga,Matchweek 31,Home,W,4,1,Dortmund,2.6,1.6,39.0,21.0,7.0,0.0,0,0,RB Leipzig
2024-05-03,Bundesliga,Matchweek 32,Away,D,1,1,Hoffenheim,0.8,1.6,45.0,8.0,4.0,0.0,0,0,RB Leipzig
2024-05-11,Bundesliga,Matchweek 33,Home,D,1,1,Werder Bremen,1.4,1.1,45.0,13.0,5.0,0.0,0,0,RB Leipzig
2024-05-18,Bundesliga,Matchweek 34,Away,D,2,2,Eint Frankfurt,1.6,2.1,53.0,8.0,4.0,0.0,1,1,RB Leipzig
2023-08-12,DFB-Pokal,Round of 64,Away,W,6.0,1.0,TSV Schott Mainz,,,73.0,24.0,10.0,,0,0,Dortmund
2023-08-19,Bundesliga,Matchweek 1,Home,W,1.0,0.0,Köln,1.8,1.2,66.0,13.0,2.0,0.0,0,0,Dortmund
2023-08-26,Bundesliga,Matchweek 2,Away,D,1.0,1.0,Bochum,1.3,1.0,64.0,14.0,3.0,0.0,0,0,Dortmund
2023-09-01,Bundesliga,Matchweek 3,Home,D,2.0,2.0,Heidenheim,3.4,2.1,62.0,18.0,7.0,2.0,1,1,Dortmund
2023-09-16,Bundesliga,Matchweek 4,Away,W,4.0,2.0,Freiburg,2.3,1.0,50.0,15.0,7.0,0.0,0,0,Dortmund
2023-09-19,Champions Lg,Group stage,Away,L,0.0,2.0,fr Paris S-G,0.7,2.4,33.0,14.0,1.0,0.0,0,0,Dortmund
2023-09-23,Bundesliga,Matchweek 5,Home,W,1.0,0.0,Wolfsburg,1.7,0.5,63.0,18.0,4.0,2.0,0,0,Dortmund
2023-09-29,Bundesliga,Matchweek 6,Away,W,3.0,1.0,Hoffenheim,1.6,1.9,47.0,6.0,5.0,0.0,0,0,Dortmund
2023-10-04,Champions Lg,Group stage,Home,D,0.0,0.0,it Milan,1.0,1.6,57.0,18.0,3.0,2.0,0,0,Dortmund
2023-10-07,Bundesliga,Matchweek 7,Home,W,4.0,2.0,Union Berlin,1.6,1.4,66.0,14.0,7.0,0.0,0,0,Dortmund
2023-10-20,Bundesliga,Matchweek 8,Home,W,1.0,0.0,Werder Bremen,2.6,0.4,57.0,23.0,5.0,0.0,0,0,Dortmund
2023-10-25,Champions Lg,Group stage,Away,W,1.0,0.0,eng Newcastle Utd,1.8,1.1,41.0,13.0,5.0,0.0,0,0,Dortmund
2023-10-29,Bundesliga,Matchweek 9,Away,D,3.0,3.0,Eint Frankfurt,2.2,2.2,59.0,14.0,4.0,0.0,0,0,Dortmund
2023-11-01,DFB-Pokal,Round of 32,Home,W,1.0,0.0,Hoffenheim,,,54.0,22.0,7.0,,0,0,Dortmund
2023-11-04,Bundesliga,Matchweek 10,Home,L,0.0,4.0,Bayern Munich,1.0,3.2,49.0,15.0,1.0,1.0,0,0,Dortmund
2023-11-07,Champions Lg,Group stage,Home,W,2.0,0.0,eng Newcastle Utd,1.4,0.6,46.0,17.0,8.0,0.0,0,0,Dortmund
2023-11-11,Bundesliga,Matchweek 11,Away,L,1.0,2.0,Stuttgart,1.0,4.2,41.0,5.0,1.0,0.0,0,0,Dortmund
2023-11-25,Bundesliga,Matchweek 12,Home,W,4.0,2.0,Gladbach,3.2,1.0,51.0,23.0,13.0,2.0,0,0,Dortmund
2023-11-28,Champions Lg,Group stage,Away,W,3.0,1.0,it Milan,1.8,2.1,46.0,11.0,3.0,0.0,1,1,Dortmund
2023-12-03,Bundesliga,Matchweek 13,Away,D,1.0,1.0,Leverkusen,0.7,2.1,31.0,6.0,2.0,0.0,0,0,Dortmund
2023-12-06,DFB-Pokal,Round of 16,Away,L,0.0,2.0,Stuttgart,,,46.0,11.0,4.0,,0,0,Dortmund
2023-12-09,Bundesliga,Matchweek 14,Home,L,2.0,3.0,RB Leipzig,1.5,2.8,53.0,18.0,6.0,0.0,0,0,Dortmund
2023-12-13,Champions Lg,Group stage,Home,D,1.0,1.0,fr Paris S-G,1.4,2.8,41.0,10.0,6.0,0.0,0,0,Dortmund
2023-12-16,Bundesliga,Matchweek 15,Away,D,1.0,1.0,Augsburg,2.6,1.8,63.0,24.0,7.0,0.0,0,0,Dortmund
2023-12-19,Bundesliga,Matchweek 16,Home,D,1.0,1.0,Mainz 05,1.2,0.9,65.0,22.0,7.0,1.0,0,0,Dortmund
2024-01-13,Bundesliga,Matchweek 17,Away,W,3.0,0.0,Darmstadt 98,3.1,1.0,52.0,17.0,8.0,0.0,0,0,Dortmund
2024-01-20,Bundesliga,Matchweek 18,Away,W,4.0,0.0,Köln,3.4,1.3,61.0,10.0,6.0,1.0,1,1,Dortmund
2024-01-28,Bundesliga,Matchweek 19,Home,W,3.0,1.0,Bochum,2.9,0.5,63.0,17.0,4.0,1.0,2,2,Dortmund
2024-02-02,Bundesliga,Matchweek 20,Away,D,0.0,0.0,Heidenheim,0.6,1.2,69.0,14.0,5.0,0.0,0,0,Dortmund
2024-02-09,Bundesliga,Matchweek 21,Home,W,3.0,0.0,Freiburg,1.9,0.3,66.0,17.0,8.0,0.0,0,0,Dortmund
2024-02-17,Bundesliga,Matchweek 22,Away,D,1.0,1.0,Wolfsburg,1.4,1.8,63.0,12.0,5.0,2.0,0,0,Dortmund
2024-02-20,Champions Lg,Round of 16,Away,D,1.0,1.0,nl PSV Eindhoven,0.9,1.6,45.0,8.0,5.0,0.0,0,0,Dortmund
2024-02-25,Bundesliga,Matchweek 23,Home,L,2.0,3.0,Hoffenheim,1.9,1.3,69.0,21.0,7.0,1.0,0,0,Dortmund
2024-03-02,Bundesliga,Matchweek 24,Away,W,2.0,0.0,Union Berlin,1.6,1.2,61.0,13.0,7.0,0.0,0,0,Dortmund
2024-03-09,Bundesliga,Matchweek 25,Away,W,2.0,1.0,Werder Bremen,1.2,1.8,54.0,13.0,6.0,0.0,0,0,Dortmund
2024-03-13,Champions Lg,Round of 16,Home,W,2.0,0.0,nl PSV Eindhoven,1.5,1.5,48.0,15.0,7.0,0.0,0,0,Dortmund
2024-03-17,Bundesliga,Matchweek 26,Home,W,3.0,1.0,Eint Frankfurt,2.3,0.9,66.0,15.0,4.0,1.0,1,1,Dortmund
2024-03-30,Bundesliga,Matchweek 27,Away,W,2.0,0.0,Bayern Munich,0.9,1.5,39.0,11.0,5.0,0.0,0,0,Dortmund
2024-04-06,Bundesliga,Matchweek 28,Home,L,0.0,1.0,Stuttgart,2.5,1.6,51.0,16.0,7.0,0.0,0,0,Dortmund
2024-04-10,Champions Lg,Quarter-finals,Away,L,1.0,2.0,es Atlético Madrid,0.9,2.2,66.0,12.0,4.0,1.0,0,0,Dortmund
2024-04-13,Bundesliga,Matchweek 29,Away,W,2.0,1.0,Gladbach,1.3,1.1,54.0,11.0,3.0,0.0,1,1,Dortmund
2024-04-16,Champions Lg,Quarter-finals,Home,W,4.0,2.0,es Atlético Madrid,1.5,1.9,52.0,19.0,9.0,0.0,0,0,Dortmund
2024-04-21,Bundesliga,Matchweek 30,Home,D,1.0,1.0,Leverkusen,0.5,1.1,48.0,8.0,2.0,0.0,0,0,Dortmund
2024-04-27,Bundesliga,Matchweek 31,Away,L,1.0,4.0,RB Leipzig,1.6,2.6,61.0,12.0,5.0,0.0,0,0,Dortmund
2024-05-01,Champions Lg,Semi-finals,Home,W,1.0,0.0,fr Paris S-G,1.7,1.7,43.0,13.0,4.0,0.0,0,0,Dortmund
2024-05-04,Bundesliga,Matchweek 32,Home,W,5.0,1.0,Augsburg,4.0,2.5,61.0,21.0,10.0,0.0,0,0,Dortmund
2024-05-07,Champions Lg,Semi-finals,Away,W,1.0,0.0,fr Paris S-G,0.7,3.0,31.0,7.0,3.0,0.0,0,0,Dortmund
2024-05-11,Bundesliga,Matchweek 33,Away,L,0.0,3.0,Mainz 05,0.4,2.1,68.0,9.0,2.0,0.0,0,0,Dortmund
2024-05-18,Bundesliga,Matchweek 34,Home,W,4.0,0.0,Darmstadt 98,2.6,0.3,72.0,21.0,9.0,3.0,0,0,Dortmund
2023-08-13,DFB-Pokal,Round of 64,Away,W,7,0,Loko Leipzig,,,67.0,16.0,11.0,,0,0,Eintracht Frankfurt
2023-08-20,Bundesliga,Matchweek 1,Home,W,1,0,Darmstadt 98,1.5,0.5,61.0,9.0,3.0,0.0,0,0,Eintracht Frankfurt
2023-08-24,Conf Lg,Play-off round,Away,D,1,1,bg Levski Sofia,,,,,,,0,0,Eintracht Frankfurt
2023-08-27,Bundesliga,Matchweek 2,Away,D,1,1,Mainz 05,1.1,1.2,60.0,7.0,1.0,1.0,0,0,Eintracht Frankfurt
2023-08-31,Conf Lg,Play-off round,Home,W,2,0,bg Levski Sofia,,,,,,,0,0,Eintracht Frankfurt
2023-09-03,Bundesliga,Matchweek 3,Home,D,1,1,Köln,1.1,0.9,65.0,13.0,2.0,0.0,0,0,Eintracht Frankfurt
2023-09-16,Bundesliga,Matchweek 4,Away,D,1,1,Bochum,0.6,2.0,51.0,8.0,6.0,0.0,0,0,Eintracht Frankfurt
2023-09-21,Conf Lg,Group stage,Home,W,2,1,sct Aberdeen,1.2,0.8,77.0,9.0,4.0,0.0,1,1,Eintracht Frankfurt
2023-09-24,Bundesliga,Matchweek 5,Home,D,0,0,Freiburg,0.6,0.5,57.0,12.0,4.0,0.0,0,0,Eintracht Frankfurt
2023-09-30,Bundesliga,Matchweek 6,Away,L,0,2,Wolfsburg,1.3,3.2,46.0,8.0,4.0,0.0,0,0,Eintracht Frankfurt
2023-10-05,Conf Lg,Group stage,Away,L,1,2,gr PAOK,1.5,0.5,56.0,18.0,7.0,1.0,0,0,Eintracht Frankfurt
2023-10-08,Bundesliga,Matchweek 7,Home,W,2,0,Heidenheim,1.9,1.2,49.0,12.0,6.0,1.0,0,1,Eintracht Frankfurt
2023-10-21,Bundesliga,Matchweek 8,Away,W,3,1,Hoffenheim,2.4,1.4,46.0,15.0,5.0,0.0,0,0,Eintracht Frankfurt
2023-10-26,Conf Lg,Group stage,Home,W,6,0,fi HJK,3.5,0.5,61.0,23.0,9.0,1.0,1,1,Eintracht Frankfurt
2023-10-29,Bundesliga,Matchweek 9,Home,D,3,3,Dortmund,2.2,2.2,41.0,11.0,6.0,0.0,1,1,Eintracht Frankfurt
2023-11-01,DFB-Pokal,Round of 32,Away,W,2,0,Viktoria Köln,,,56.0,12.0,7.0,,0,0,Eintracht Frankfurt
2023-11-04,Bundesliga,Matchweek 10,Away,W,3,0,Union Berlin,1.6,0.7,50.0,4.0,3.0,0.0,0,0,Eintracht Frankfurt
2023-11-09,Conf Lg,Group stage,Away,W,1,0,fi HJK,2.0,0.8,58.0,16.0,7.0,0.0,0,0,Eintracht Frankfurt
2023-11-12,Bundesliga,Matchweek 11,Away,D,2,2,Werder Bremen,2.0,1.5,51.0,14.0,3.0,0.0,0,0,Eintracht Frankfurt
2023-11-25,Bundesliga,Matchweek 12,Home,L,1,2,Stuttgart,0.9,2.3,57.0,14.0,1.0,0.0,0,0,Eintracht Frankfurt
2023-11-30,Conf Lg,Group stage,Home,L,1,2,gr PAOK,1.7,1.8,63.0,21.0,7.0,0.0,0,0,Eintracht Frankfurt
2023-12-03,Bundesliga,Matchweek 13,Away,L,1,2,Augsburg,1.0,1.4,64.0,14.0,6.0,1.0,0,0,Eintracht Frankfurt
2023-12-06,DFB-Pokal,Round of 16,Away,L,0,2,Saarbrücken,,,61.0,8.0,2.0,,0,0,Eintracht Frankfurt
2023-12-09,Bundesliga,Matchweek 14,Home,W,5,1,Bayern Munich,1.3,2.1,36.0,14.0,6.0,0.0,0,0,Eintracht Frankfurt
2023-12-14,Conf Lg,Group stage,Away,L,0,2,sct Aberdeen,0.9,1.2,77.0,16.0,5.0,0.0,0,0,Eintracht Frankfurt
2023-12-17,Bundesliga,Matchweek 15,Away,L,0,3,Leverkusen,0.2,2.5,39.0,4.0,2.0,0.0,0,0,Eintracht Frankfurt
2023-12-20,Bundesliga,Matchweek 16,Home,W,2,1,Gladbach,1.4,0.3,63.0,14.0,6.0,1.0,0,0,Eintracht Frankfurt
2024-01-13,Bundesliga,Matchweek 17,Away,W,1,0,RB Leipzig,1.1,3.5,38.0,5.0,1.0,0.0,0,0,Eintracht Frankfurt
2024-01-20,Bundesliga,Matchweek 18,Away,D,2,2,Darmstadt 98,1.2,1.1,50.0,8.0,4.0,0.0,0,0,Eintracht Frankfurt
2024-01-26,Bundesliga,Matchweek 19,Home,W,1,0,Mainz 05,1.3,0.8,55.0,11.0,3.0,0.0,0,0,Eintracht Frankfurt
2024-02-03,Bundesliga,Matchweek 20,Away,L,0,2,Köln,0.8,1.3,59.0,11.0,4.0,1.0,0,0,Eintracht Frankfurt
2024-02-10,Bundesliga,Matchweek 21,Home,D,1,1,Bochum,2.4,1.5,53.0,9.0,2.0,0.0,0,0,Eintracht Frankfurt
2024-02-15,Conf Lg,Knockout round play-offs,Away,D,2,2,be Union SG,1.6,1.6,50.0,12.0,6.0,0.0,0,0,Eintracht Frankfurt
2024-02-18,Bundesliga,Matchweek 22,Away,D,3,3,Freiburg,1.0,2.2,46.0,10.0,5.0,0.0,0,0,Eintracht Frankfurt
2024-02-22,Conf Lg,Knockout round play-offs,Home,L,1,2,be Union SG,1.2,0.8,53.0,10.0,3.0,1.0,0,0,Eintracht Frankfurt
2024-02-25,Bundesliga,Matchweek 23,Home,D,2,2,Wolfsburg,0.9,1.0,57.0,12.0,5.0,0.0,0,0,Eintracht Frankfurt
2024-03-02,Bundesliga,Matchweek 24,Away,W,2,1,Heidenheim,1.2,1.0,42.0,10.0,5.0,1.0,0,0,Eintracht Frankfurt
2024-03-10,Bundesliga,Matchweek 25,Home,W,3,1,Hoffenheim,2.4,0.6,64.0,17.0,7.0,1.0,0,0,Eintracht Frankfurt
2024-03-17,Bundesliga,Matchweek 26,Away,L,1,3,Dortmund,0.9,2.3,34.0,9.0,6.0,1.0,0,0,Eintracht Frankfurt
2024-03-30,Bundesliga,Matchweek 27,Home,D,0,0,Union Berlin,1.0,1.5,65.0,16.0,3.0,1.0,0,0,Eintracht Frankfurt
2024-04-05,Bundesliga,Matchweek 28,Home,D,1,1,Werder Bremen,2.1,1.6,66.0,24.0,5.0,0.0,0,0,Eintracht Frankfurt
2024-04-13,Bundesliga,Matchweek 29,Away,L,0,3,Stuttgart,0.6,1.2,46.0,10.0,3.0,1.0,0,0,Eintracht Frankfurt
2024-04-19,Bundesliga,Matchweek 30,Home,W,3,1,Augsburg,1.8,0.5,63.0,12.0,7.0,0.0,0,0,Eintracht Frankfurt
2024-04-27,Bundesliga,Matchweek 31,Away,L,1,2,Bayern Munich,0.5,3.3,38.0,10.0,3.0,0.0,0,0,Eintracht Frankfurt
2024-05-05,Bundesliga,Matchweek 32,Home,L,1,5,Leverkusen,1.9,2.7,55.0,17.0,5.0,1.0,0,0,Eintracht Frankfurt
2024-05-11,Bundesliga,Matchweek 33,Away,D,1,1,Gladbach,1.5,0.4,56.0,17.0,2.0,0.0,0,0,Eintracht Frankfurt
2024-05-18,Bundesliga,Matchweek 34,Home,D,2,2,RB Leipzig,2.1,1.6,47.0,21.0,5.0,0.0,1,1,Eintracht Frankfurt
2023-08-14,DFB-Pokal,Round of 64,Away,W,4,1,Lübeck,,,69.0,27.0,15.0,,1,1,Hoffenheim
