date,comp,round,venue,result,gf,ga,opponent,xg,xga,poss,sh,sot,fk,pk,pkatt,team
2024-03-03,Serie A,Matchweek 27,Away,D,1.0,1.0,Frosinone,1.2,1.3,36.0,10.0,4.0,0.0,0,1,Lecce
2024-03-10,Serie A,Matchweek 28,Home,L,0.0,1.0,Hellas Verona,1.0,0.6,56.0,15.0,3.0,0.0,0,0,Lecce
2024-03-16,Serie A,Matchweek 29,Away,W,1.0,0.0,Salernitana,1.2,1.2,30.0,17.0,4.0,0.0,0,0,Lecce
2024-04-01,Serie A,Matchweek 30,Home,D,0.0,0.0,Roma,1.8,1.3,40.0,27.0,6.0,0.0,0,0,Lecce
2024-04-06,Serie A,Matchweek 31,Away,L,0.0,3.0,Milan,0.5,1.5,36.0,11.0,7.0,0.0,0,0,Lecce
2024-04-13,Serie A,Matchweek 32,Home,W,1.0,0.0,Empoli,2.6,0.1,54.0,14.0,7.0,0.0,0,0,Lecce
2024-04-21,Serie A,Matchweek 33,Away,W,3.0,0.0,Sassuolo,2.3,0.6,45.0,14.0,7.0,0.0,0,0,Lecce
2024-04-27,Serie A,Matchweek 34,Home,D,1.0,1.0,Monza,0.9,1.1,45.0,12.0,4.0,0.0,0,0,Lecce
2024-05-05,Serie A,Matchweek 35,Away,D,1.0,1.0,Cagliari,1.8,1.0,66.0,16.0,3.0,1.0,0,0,Lecce
2024-05-13,Serie A,Matchweek 36,Home,L,0.0,2.0,Udinese,0.4,1.4,65.0,9.0,2.0,1.0,0,0,Lecce
2024-05-18,Serie A,Matchweek 37,Home,L,0.0,2.0,Atalanta,1.3,1.6,44.0,11.0,3.0,1.0,0,0,Lecce
2023-08-12,Coppa Italia,First round,Home,W,2.0,1.0,Palermo,,,51.0,18.0,6.0,,0,1,Cagliari
2023-08-21,Serie A,Matchweek 1,Away,D,0.0,0.0,Torino,0.4,1.0,43.0,8.0,2.0,1.0,0,0,Cagliari
2023-08-28,Serie A,Matchweek 2,Home,L,0.0,2.0,Inter,0.6,0.9,33.0,12.0,2.0,0.0,0,0,Cagliari
2023-09-02,Serie A,Matchweek 3,Away,L,1.0,2.0,Bologna,0.5,2.3,29.0,7.0,1.0,1.0,0,0,Cagliari
2023-09-17,Serie A,Matchweek 4,Home,D,0.0,0.0,Udinese,1.6,0.7,46.0,10.0,1.0,0.0,0,0,Cagliari
2023-09-24,Serie A,Matchweek 5,Away,L,0.0,2.0,Atalanta,0.8,1.7,44.0,10.0,0.0,0.0,0,0,Cagliari
2023-09-27,Serie A,Matchweek 6,Home,L,1.0,3.0,Milan,0.9,2.1,34.0,16.0,6.0,1.0,0,0,Cagliari
2023-10-02,Serie A,Matchweek 7,Away,L,0.0,3.0,Fiorentina,0.8,1.2,40.0,6.0,3.0,0.0,0,0,Cagliari
2023-10-08,Serie A,Matchweek 8,Home,L,1.0,4.0,Roma,1.7,2.6,57.0,15.0,1.0,1.0,1,1,Cagliari
2023-10-22,Serie A,Matchweek 9,Away,D,2.0,2.0,Salernitana,1.7,1.5,51.0,13.0,6.0,0.0,0,0,Cagliari
2023-10-29,Serie A,Matchweek 10,Home,W,4.0,3.0,Frosinone,3.4,1.5,47.0,23.0,5.0,1.0,0,1,Cagliari
2023-11-01,Coppa Italia,Second round,Away,W,2.0,1.0,Udinese,,,60.0,26.0,10.0,,0,0,Cagliari
2023-11-05,Serie A,Matchweek 11,Home,W,2.0,1.0,Genoa,0.9,1.0,42.0,12.0,4.0,0.0,0,0,Cagliari
2023-11-11,Serie A,Matchweek 12,Away,L,1.0,2.0,Juventus,0.6,2.3,51.0,11.0,2.0,0.0,0,0,Cagliari
2023-11-26,Serie A,Matchweek 13,Home,D,1.0,1.0,Monza,1.6,0.7,39.0,17.0,5.0,1.0,0,0,Cagliari
2023-12-02,Serie A,Matchweek 14,Away,L,0.0,1.0,Lazio,0.6,2.0,40.0,9.0,2.0,0.0,0,0,Cagliari
2023-12-11,Serie A,Matchweek 15,Home,W,2.0,1.0,Sassuolo,1.1,0.8,60.0,18.0,5.0,0.0,0,0,Cagliari
2023-12-16,Serie A,Matchweek 16,Away,L,1.0,2.0,Napoli,1.1,1.8,33.0,9.0,3.0,0.0,0,0,Cagliari
2023-12-23,Serie A,Matchweek 17,Away,L,0.0,2.0,Hellas Verona,0.8,0.9,43.0,12.0,3.0,0.0,0,0,Cagliari
2023-12-30,Serie A,Matchweek 18,Home,D,0.0,0.0,Empoli,1.8,0.3,50.0,13.0,2.0,0.0,0,1,Cagliari
2024-01-02,Coppa Italia,Round of 16,Away,L,1.0,4.0,Milan,,,39.0,8.0,3.0,,0,0,Cagliari
2024-01-06,Serie A,Matchweek 19,Away,D,1.0,1.0,Lecce,1.0,1.5,58.0,14.0,2.0,2.0,0,0,Cagliari
2024-01-14,Serie A,Matchweek 20,Home,W,2.0,1.0,Bologna,0.7,0.6,36.0,5.0,2.0,1.0,0,0,Cagliari
2024-01-21,Serie A,Matchweek 21,Away,L,1.0,3.0,Frosinone,0.6,2.8,40.0,9.0,4.0,1.0,0,0,Cagliari
2024-01-26,Serie A,Matchweek 22,Home,L,1.0,2.0,Torino,2.2,1.6,51.0,25.0,9.0,1.0,0,0,Cagliari
2024-02-05,Serie A,Matchweek 23,Away,L,0.0,4.0,Roma,0.6,2.5,47.0,12.0,3.0,1.0,0,0,Cagliari
2024-02-10,Serie A,Matchweek 24,Home,L,1.0,3.0,Lazio,0.8,1.3,45.0,13.0,6.0,0.0,0,0,Cagliari
2024-02-18,Serie A,Matchweek 25,Away,D,1.0,1.0,Udinese,0.2,1.0,48.0,5.0,2.0,1.0,0,0,Cagliari
2024-02-25,Serie A,Matchweek 26,Home,D,1.0,1.0,Napoli,0.7,1.3,31.0,8.0,3.0,0.0,0,0,Cagliari
2024-03-03,Serie A,Matchweek 27,Away,W,1.0,0.0,Empoli,0.6,1.4,44.0,8.0,4.0,0.0,0,0,Cagliari
2024-03-09,Serie A,Matchweek 28,Home,W,4.0,2.0,Salernitana,3.3,0.9,30.0,12.0,7.0,0.0,0,0,Cagliari
2024-03-16,Serie A,Matchweek 29,Away,L,0.0,1.0,Monza,0.4,1.0,38.0,10.0,0.0,1.0,0,0,Cagliari
2024-04-01,Serie A,Matchweek 30,Home,D,1.0,1.0,Hellas Verona,0.6,1.4,52.0,12.0,2.0,0.0,0,0,Cagliari
2024-04-07,Serie A,Matchweek 31,Home,W,2.0,1.0,Atalanta,0.7,0.5,39.0,11.0,3.0,0.0,0,0,Cagliari
2024-04-14,Serie A,Matchweek 32,Away,D,2.0,2.0,Inter,1.1,2.0,37.0,10.0,6.0,0.0,0,0,Cagliari
2024-04-19,Serie A,Matchweek 33,Home,D,2.0,2.0,Juventus,2.2,0.7,26.0,7.0,2.0,0.0,2,2,Cagliari
2024-04-29,Serie A,Matchweek 34,Away,L,0.0,3.0,Genoa,1.1,1.2,38.0,12.0,1.0,0.0,0,0,Cagliari
2024-05-05,Serie A,Matchweek 35,Home,D,1.0,1.0,Lecce,1.0,1.8,34.0,9.0,3.0,0.0,0,0,Cagliari
2024-05-11,Serie A,Matchweek 36,Away,L,1.0,5.0,Milan,1.5,3.3,34.0,13.0,7.0,1.0,0,0,Cagliari
2024-05-19,Serie A,Matchweek 37,Away,W,2.0,0.0,Sassuolo,1.5,0.3,51.0,12.0,2.0,0.0,1,1,Cagliari
2023-08-11,Coppa Italia,First round,Home,W,1.0,0.0,Pisa,,,45.0,8.0,5.0,,0,0,Frosinone
2023-08-19,Serie A,Matchweek 1,Home,L,1.0,3.0,Napoli,0.9,1.5,48.0,3.0,0.0,1.0,1,1,Frosinone
2023-08-26,Serie A,Matchweek 2,Home,W,2.0,1.0,Atalanta,0.7,1.6,37.0,13.0,5.0,0.0,0,0,Frosinone
2023-09-02,Serie A,Matchweek 3,Away,D,0.0,0.0,Udinese,1.8,1.5,53.0,12.0,1.0,0.0,0,0,Frosinone
2023-09-17,Serie A,Matchweek 4,Home,W,4.0,2.0,Sassuolo,2.8,1.3,55.0,15.0,5.0,0.0,1,1,Frosinone
2023-09-22,Serie A,Matchweek 5,Away,D,1.0,1.0,Salernitana,0.7,1.1,50.0,9.0,3.0,2.0,0,0,Frosinone
2023-09-28,Serie A,Matchweek 6,Home,D,1.0,1.0,Fiorentina,0.7,1.4,52.0,11.0,3.0,0.0,0,0,Frosinone
2023-10-01,Serie A,Matchweek 7,Away,L,0.0,2.0,Roma,0.9,0.6,50.0,8.0,0.0,0.0,0,0,Frosinone
2023-10-08,Serie A,Matchweek 8,Home,W,2.0,1.0,Hellas Verona,1.8,0.8,52.0,11.0,2.0,1.0,0,0,Frosinone
2023-10-22,Serie A,Matchweek 9,Away,L,1.0,2.0,Bologna,1.5,1.5,45.0,11.0,4.0,1.0,1,1,Frosinone
2023-10-29,Serie A,Matchweek 10,Away,L,3.0,4.0,Cagliari,1.5,3.4,53.0,10.0,5.0,1.0,0,0,Frosinone
2023-11-02,Coppa Italia,Second round,Away,W,2.0,1.0,Torino,,,44.0,18.0,4.0,,0,0,Frosinone
2023-11-06,Serie A,Matchweek 11,Home,W,2.0,1.0,Empoli,0.8,1.5,64.0,17.0,5.0,0.0,0,0,Frosinone
2023-11-12,Serie A,Matchweek 12,Away,L,0.0,2.0,Inter,0.7,3.1,53.0,12.0,3.0,0.0,0,0,Frosinone
2023-11-26,Serie A,Matchweek 13,Home,W,2.0,1.0,Genoa,0.6,1.3,57.0,9.0,5.0,0.0,0,0,Frosinone
2023-12-02,Serie A,Matchweek 14,Away,L,1.0,3.0,Milan,0.7,1.2,53.0,15.0,3.0,2.0,0,0,Frosinone
2023-12-10,Serie A,Matchweek 15,Home,D,0.0,0.0,Torino,0.8,1.2,52.0,11.0,5.0,1.0,0,0,Frosinone
2023-12-16,Serie A,Matchweek 16,Away,L,1.0,2.0,Lecce,1.7,0.7,60.0,10.0,4.0,0.0,1,1,Frosinone
2023-12-19,Coppa Italia,Round of 16,Away,W,4.0,0.0,Napoli,,,37.0,13.0,8.0,,1,1,Frosinone
2023-12-23,Serie A,Matchweek 17,Home,L,1.0,2.0,Juventus,0.5,1.1,56.0,10.0,3.0,1.0,0,0,Frosinone
2023-12-29,Serie A,Matchweek 18,Away,L,1.0,3.0,Lazio,1.1,1.5,46.0,10.0,1.0,1.0,1,1,Frosinone
2024-01-06,Serie A,Matchweek 19,Home,L,2.0,3.0,Monza,1.2,1.3,60.0,9.0,4.0,0.0,1,1,Frosinone
2024-01-11,Coppa Italia,Quarter-finals,Away,L,0.0,4.0,Juventus,,,54.0,10.0,3.0,,0,0,Frosinone
2024-01-15,Serie A,Matchweek 20,Away,L,0.0,5.0,Atalanta,0.4,3.7,52.0,8.0,5.0,0.0,0,0,Frosinone
2024-01-21,Serie A,Matchweek 21,Home,W,3.0,1.0,Cagliari,2.8,0.6,60.0,17.0,7.0,1.0,0,0,Frosinone
2024-01-28,Serie A,Matchweek 22,Away,D,1.0,1.0,Hellas Verona,1.2,2.2,51.0,11.0,6.0,0.0,0,0,Frosinone
2024-02-03,Serie A,Matchweek 23,Home,L,2.0,3.0,Milan,1.0,1.4,42.0,6.0,3.0,0.0,1,1,Frosinone
2024-02-11,Serie A,Matchweek 24,Away,L,1.0,5.0,Fiorentina,1.1,2.2,46.0,11.0,3.0,1.0,0,0,Frosinone
2024-02-18,Serie A,Matchweek 25,Home,L,0.0,3.0,Roma,1.4,1.8,43.0,25.0,7.0,1.0,0,0,Frosinone
2024-02-25,Serie A,Matchweek 26,Away,L,2.0,3.0,Juventus,0.4,2.0,38.0,6.0,2.0,1.0,0,0,Frosinone
2024-03-03,Serie A,Matchweek 27,Home,D,1.0,1.0,Lecce,1.3,1.2,64.0,15.0,7.0,0.0,0,0,Frosinone
2024-03-09,Serie A,Matchweek 28,Away,L,0.0,1.0,Sassuolo,1.3,0.6,60.0,10.0,1.0,0.0,0,1,Frosinone
2024-03-16,Serie A,Matchweek 29,Home,L,2.0,3.0,Lazio,2.1,2.9,43.0,14.0,5.0,0.0,0,0,Frosinone
2024-03-30,Serie A,Matchweek 30,Away,D,1.0,1.0,Genoa,0.8,1.5,53.0,14.0,3.0,1.0,0,0,Frosinone
2024-04-07,Serie A,Matchweek 31,Home,D,0.0,0.0,Bologna,0.4,2.0,35.0,12.0,5.0,0.0,0,0,Frosinone
2024-04-14,Serie A,Matchweek 32,Away,D,2.0,2.0,Napoli,2.4,2.2,34.0,12.0,5.0,0.0,0,1,Frosinone
2024-04-21,Serie A,Matchweek 33,Away,D,0.0,0.0,Torino,0.6,0.6,47.0,12.0,3.0,0.0,0,0,Frosinone
2024-04-26,Serie A,Matchweek 34,Home,W,3.0,0.0,Salernitana,1.7,1.4,44.0,10.0,3.0,0.0,1,1,Frosinone
2024-05-05,Serie A,Matchweek 35,Away,D,0.0,0.0,Empoli,1.2,0.3,52.0,17.0,5.0,0.0,0,0,Frosinone
2024-05-10,Serie A,Matchweek 36,Home,L,0.0,5.0,Inter,1.3,1.8,42.0,17.0,6.0,0.0,0,0,Frosinone
2024-05-19,Serie A,Matchweek 37,Away,W,1.0,0.0,Monza,2.0,1.0,30.0,16.0,5.0,0.0,0,0,Frosinone
2023-08-11,Coppa Italia,First round,Home,W,4.0,1.0,Catanzaro,,,42.0,17.0,8.0,,1,1,Udinese
2023-08-20,Serie A,Matchweek 1,Home,L,0.0,3.0,Juventus,1.0,1.8,49.0,18.0,5.0,1.0,0,0,Udinese
2023-08-28,Serie A,Matchweek 2,Away,D,1.0,1.0,Salernitana,0.8,0.5,44.0,14.0,6.0,1.0,0,0,Udinese
2023-09-02,Serie A,Matchweek 3,Home,D,0.0,0.0,Frosinone,1.5,1.8,47.0,12.0,6.0,1.0,0,0,Udinese
2023-09-17,Serie A,Matchweek 4,Away,D,0.0,0.0,Cagliari,0.7,1.6,54.0,11.0,1.0,0.0,0,0,Udinese
2023-09-24,Serie A,Matchweek 5,Home,L,0.0,2.0,Fiorentina,2.2,0.5,49.0,20.0,8.0,1.0,0,0,Udinese
2023-09-27,Serie A,Matchweek 6,Away,L,1.0,4.0,Napoli,0.7,3.3,34.0,13.0,3.0,0.0,0,0,Udinese
2023-10-01,Serie A,Matchweek 7,Home,D,2.0,2.0,Genoa,1.3,0.8,59.0,11.0,2.0,1.0,0,0,Udinese
2023-10-06,Serie A,Matchweek 8,Away,D,0.0,0.0,Empoli,0.7,1.3,40.0,11.0,1.0,0.0,0,0,Udinese
2023-10-23,Serie A,Matchweek 9,Home,D,1.0,1.0,Lecce,2.1,0.8,46.0,11.0,4.0,1.0,1,1,Udinese
2023-10-29,Serie A,Matchweek 10,Away,D,1.0,1.0,Monza,1.1,0.5,39.0,10.0,3.0,0.0,0,0,Udinese
2023-11-01,Coppa Italia,Second round,Home,L,1.0,2.0,Cagliari,,,40.0,8.0,1.0,,0,0,Udinese
2023-11-04,Serie A,Matchweek 11,Away,W,1.0,0.0,Milan,1.4,0.9,28.0,11.0,1.0,1.0,1,1,Udinese
2023-11-12,Serie A,Matchweek 12,Home,D,1.0,1.0,Atalanta,1.5,0.7,35.0,12.0,4.0,0.0,0,1,Udinese
2023-11-26,Serie A,Matchweek 13,Away,L,1.0,3.0,Roma,0.5,1.4,36.0,6.0,2.0,0.0,0,0,Udinese
2023-12-03,Serie A,Matchweek 14,Home,D,3.0,3.0,Hellas Verona,1.9,1.3,40.0,12.0,6.0,1.0,0,0,Udinese
2023-12-09,Serie A,Matchweek 15,Away,L,0.0,4.0,Inter,0.8,3.5,26.0,11.0,1.0,0.0,0,0,Udinese
2023-12-17,Serie A,Matchweek 16,Home,D,2.0,2.0,Sassuolo,0.8,3.0,33.0,9.0,7.0,0.0,0,0,Udinese
2023-12-23,Serie A,Matchweek 17,Away,D,1.0,1.0,Torino,0.9,1.0,38.0,10.0,4.0,0.0,0,0,Udinese
2023-12-30,Serie A,Matchweek 18,Home,W,3.0,0.0,Bologna,1.1,0.9,27.0,15.0,7.0,0.0,0,0,Udinese
2024-01-07,Serie A,Matchweek 19,Home,L,1.0,2.0,Lazio,0.7,0.5,47.0,13.0,2.0,1.0,0,0,Udinese
2024-01-14,Serie A,Matchweek 20,Away,D,2.0,2.0,Fiorentina,1.2,1.3,31.0,12.0,6.0,2.0,0,0,Udinese
2024-01-20,Serie A,Matchweek 21,Home,L,2.0,3.0,Milan,0.6,2.6,31.0,11.0,6.0,0.0,0,0,Udinese
2024-01-27,Serie A,Matchweek 22,Away,L,0.0,2.0,Atalanta,0.6,1.1,42.0,13.0,5.0,1.0,0,0,Udinese
2024-02-03,Serie A,Matchweek 23,Home,D,0.0,0.0,Monza,0.9,0.1,47.0,21.0,6.0,0.0,0,0,Udinese
2024-02-12,Serie A,Matchweek 24,Away,W,1.0,0.0,Juventus,0.7,1.7,30.0,8.0,1.0,2.0,0,0,Udinese
2024-02-18,Serie A,Matchweek 25,Home,D,1.0,1.0,Cagliari,1.0,0.2,52.0,17.0,3.0,1.0,0,0,Udinese
2024-02-24,Serie A,Matchweek 26,Away,L,0.0,2.0,Genoa,0.3,1.3,35.0,5.0,1.0,0.0,0,0,Udinese
2024-03-02,Serie A,Matchweek 27,Home,D,1.0,1.0,Salernitana,1.8,1.1,50.0,18.0,5.0,1.0,0,0,Udinese
2024-03-11,Serie A,Matchweek 28,Away,W,2.0,1.0,Lazio,1.2,2.2,32.0,14.0,5.0,0.0,0,0,Udinese
2024-03-16,Serie A,Matchweek 29,Home,L,0.0,2.0,Torino,0.4,1.0,43.0,12.0,1.0,1.0,0,0,Udinese
2024-04-01,Serie A,Matchweek 30,Away,D,1.0,1.0,Sassuolo,1.5,1.2,40.0,12.0,2.0,0.0,0,0,Udinese
2024-04-08,Serie A,Matchweek 31,Home,L,1.0,2.0,Inter,0.1,3.3,24.0,3.0,1.0,0.0,0,0,Udinese
2024-04-20,Serie A,Matchweek 33,Away,L,0.0,1.0,Hellas Verona,1.7,0.8,47.0,18.0,1.0,1.0,0,0,Udinese
2024-04-25,Serie A,Matchweek 32,Home,L,1.0,2.0,Roma,0.6,1.4,28.0,9.0,3.0,0.0,0,0,Udinese
2024-04-28,Serie A,Matchweek 34,Away,D,1.0,1.0,Bologna,0.7,0.7,35.0,11.0,4.0,0.0,0,0,Udinese
2024-05-06,Serie A,Matchweek 35,Home,D,1.0,1.0,Napoli,0.7,0.8,32.0,10.0,2.0,0.0,0,0,Udinese
2024-05-13,Serie A,Matchweek 36,Away,W,2.0,0.0,Lecce,1.4,0.4,35.0,16.0,3.0,1.0,0,0,Udinese
2024-05-19,Serie A,Matchweek 37,Home,D,1.0,1.0,Empoli,1.2,0.8,47.0,7.0,1.0,2.0,1,1,Udinese
2023-08-12,Coppa Italia,First round,Home,L,1.0,2.0,Cittadella,,,59.0,9.0,4.0,,0,0,Empoli
2023-08-19,Serie A,Matchweek 1,Home,L,0.0,1.0,Hellas Verona,0.7,0.5,48.0,10.0,4.0,2.0,0,0,Empoli
2023-08-26,Serie A,Matchweek 2,Away,L,0.0,2.0,Monza,1.0,2.0,46.0,18.0,6.0,0.0,0,0,Empoli
2023-09-03,Serie A,Matchweek 3,Home,L,0.0,2.0,Juventus,0.3,2.7,50.0,7.0,0.0,0.0,0,0,Empoli
2023-09-17,Serie A,Matchweek 4,Away,L,0.0,7.0,Roma,0.2,2.4,47.0,8.0,2.0,0.0,0,0,Empoli
2023-09-24,Serie A,Matchweek 5,Home,L,0.0,1.0,Inter,0.3,1.6,39.0,7.0,1.0,1.0,0,0,Empoli
2023-09-27,Serie A,Matchweek 6,Home,W,1.0,0.0,Salernitana,3.2,0.6,42.0,13.0,6.0,2.0,0,0,Empoli
2023-10-01,Serie A,Matchweek 7,Away,L,0.0,3.0,Bologna,0.9,2.4,42.0,12.0,4.0,1.0,0,0,Empoli
2023-10-06,Serie A,Matchweek 8,Home,D,0.0,0.0,Udinese,1.3,0.7,60.0,18.0,3.0,0.0,0,0,Empoli
2023-10-23,Serie A,Matchweek 9,Away,W,2.0,0.0,Fiorentina,1.5,1.0,29.0,7.0,3.0,0.0,0,0,Empoli
2023-10-30,Serie A,Matchweek 10,Home,L,0.0,3.0,Atalanta,0.3,1.6,44.0,9.0,2.0,0.0,0,0,Empoli
2023-11-06,Serie A,Matchweek 11,Away,L,1.0,2.0,Frosinone,1.5,0.8,36.0,10.0,2.0,0.0,0,0,Empoli
2023-11-12,Serie A,Matchweek 12,Away,W,1.0,0.0,Napoli,0.5,0.9,35.0,8.0,3.0,0.0,0,0,Empoli
2023-11-26,Serie A,Matchweek 13,Home,L,3.0,4.0,Sassuolo,1.4,2.3,49.0,10.0,6.0,0.0,1,1,Empoli
2023-12-02,Serie A,Matchweek 14,Away,D,1.0,1.0,Genoa,0.8,1.0,50.0,9.0,1.0,0.0,0,0,Empoli
2023-12-11,Serie A,Matchweek 15,Home,D,1.0,1.0,Lecce,1.4,0.8,56.0,18.0,6.0,2.0,0,0,Empoli
2023-12-16,Serie A,Matchweek 16,Away,L,0.0,1.0,Torino,0.3,1.1,47.0,7.0,2.0,1.0,0,0,Empoli
2023-12-22,Serie A,Matchweek 17,Home,L,0.0,2.0,Lazio,0.8,2.3,54.0,21.0,7.0,3.0,0,0,Empoli
2023-12-30,Serie A,Matchweek 18,Away,D,0.0,0.0,Cagliari,0.3,1.8,50.0,5.0,1.0,0.0,0,0,Empoli
2024-01-07,Serie A,Matchweek 19,Home,L,0.0,3.0,Milan,0.9,1.7,35.0,17.0,2.0,2.0,0,0,Empoli
2024-01-13,Serie A,Matchweek 20,Away,L,1.0,2.0,Hellas Verona,0.8,0.8,60.0,14.0,1.0,1.0,0,0,Empoli
2024-01-21,Serie A,Matchweek 21,Home,W,3.0,0.0,Monza,1.3,0.8,28.0,9.0,5.0,0.0,0,0,Empoli
2024-01-27,Serie A,Matchweek 22,Away,D,1.0,1.0,Juventus,0.8,0.8,60.0,16.0,5.0,2.0,0,0,Empoli
2024-02-03,Serie A,Matchweek 23,Home,D,0.0,0.0,Genoa,0.6,0.6,49.0,15.0,4.0,0.0,0,0,Empoli
2024-02-09,Serie A,Matchweek 24,Away,W,3.0,1.0,Salernitana,2.2,0.9,39.0,16.0,2.0,0.0,1,1,Empoli
2024-02-18,Serie A,Matchweek 25,Home,D,1.0,1.0,Fiorentina,1.0,0.7,40.0,4.0,3.0,0.0,1,1,Empoli
2024-02-24,Serie A,Matchweek 26,Away,W,3.0,2.0,Sassuolo,2.0,1.7,46.0,12.0,5.0,1.0,1,1,Empoli
2024-03-03,Serie A,Matchweek 27,Home,L,0.0,1.0,Cagliari,1.4,0.6,56.0,16.0,3.0,0.0,0,0,Empoli
2024-03-10,Serie A,Matchweek 28,Away,L,0.0,1.0,Milan,0.2,0.8,39.0,5.0,2.0,0.0,0,0,Empoli
2024-03-15,Serie A,Matchweek 29,Home,L,0.0,1.0,Bologna,1.0,2.3,29.0,10.0,1.0,0.0,0,0,Empoli
2024-04-01,Serie A,Matchweek 30,Away,L,0.0,2.0,Inter,0.5,2.1,41.0,14.0,3.0,0.0,0,0,Empoli
2024-04-06,Serie A,Matchweek 31,Home,W,3.0,2.0,Torino,0.5,2.1,36.0,4.0,3.0,0.0,0,0,Empoli
2024-04-13,Serie A,Matchweek 32,Away,L,0.0,1.0,Lecce,0.1,2.6,46.0,3.0,0.0,1.0,0,0,Empoli
2024-04-20,Serie A,Matchweek 33,Home,W,1.0,0.0,Napoli,0.9,0.6,27.0,7.0,1.0,0.0,0,0,Empoli
2024-04-28,Serie A,Matchweek 34,Away,L,0.0,2.0,Atalanta,0.4,1.9,41.0,11.0,2.0,0.0,0,0,Empoli
2024-05-05,Serie A,Matchweek 35,Home,D,0.0,0.0,Frosinone,0.3,1.2,48.0,7.0,1.0,1.0,0,0,Empoli
2024-05-12,Serie A,Matchweek 36,Away,L,0.0,2.0,Lazio,1.2,1.7,41.0,16.0,3.0,2.0,0,0,Empoli
2024-05-19,Serie A,Matchweek 37,Away,D,1.0,1.0,Udinese,0.8,1.2,53.0,3.0,0.0,0.0,1,1,Empoli
2023-08-13,Coppa Italia,First round,Away,W,5,2,Cosenza,,,63.0,21.0,11.0,,1,1,Sassuolo
2023-08-20,Serie A,Matchweek 1,Home,L,0,2,Atalanta,0.4,1.3,49.0,11.0,3.0,0.0,0,0,Sassuolo
2023-08-27,Serie A,Matchweek 2,Away,L,0,2,Napoli,0.2,3.5,33.0,6.0,1.0,0.0,0,0,Sassuolo
2023-09-01,Serie A,Matchweek 3,Home,W,3,1,Hellas Verona,1.7,0.6,47.0,15.0,6.0,1.0,1,1,Sassuolo
2023-09-17,Serie A,Matchweek 4,Away,L,2,4,Frosinone,1.3,2.8,45.0,18.0,7.0,1.0,0,0,Sassuolo
2023-09-23,Serie A,Matchweek 5,Home,W,4,2,Juventus,1.6,1.2,43.0,18.0,7.0,0.0,0,0,Sassuolo
2023-09-27,Serie A,Matchweek 6,Away,W,2,1,Inter,1.0,0.9,37.0,13.0,6.0,0.0,0,0,Sassuolo
2023-10-02,Serie A,Matchweek 7,Home,L,0,1,Monza,1.4,1.5,44.0,19.0,7.0,1.0,0,0,Sassuolo
2023-10-06,Serie A,Matchweek 8,Away,D,1,1,Lecce,1.5,1.7,57.0,13.0,0.0,0.0,1,1,Sassuolo
2023-10-21,Serie A,Matchweek 9,Home,L,0,2,Lazio,0.5,2.3,51.0,9.0,2.0,1.0,0,0,Sassuolo
2023-10-28,Serie A,Matchweek 10,Home,D,1,1,Bologna,0.9,1.0,41.0,16.0,5.0,0.0,0,0,Sassuolo
2023-11-02,Coppa Italia,Second round,Home,D,0 (5),0 (4),Spezia,,,60.0,37.0,8.0,,0,0,Sassuolo
2023-11-06,Serie A,Matchweek 11,Away,L,1,2,Torino,0.5,3.5,46.0,5.0,2.0,0.0,0,0,Sassuolo
2023-11-10,Serie A,Matchweek 12,Home,D,2,2,Salernitana,2.9,0.8,63.0,29.0,9.0,0.0,0,0,Sassuolo
2023-11-26,Serie A,Matchweek 13,Away,W,4,3,Empoli,2.3,1.4,51.0,16.0,8.0,1.0,1,1,Sassuolo
2023-12-03,Serie A,Matchweek 14,Home,L,1,2,Roma,0.8,2.3,34.0,8.0,2.0,0.0,0,0,Sassuolo
2023-12-11,Serie A,Matchweek 15,Away,L,1,2,Cagliari,0.8,1.1,40.0,8.0,4.0,2.0,0,0,Sassuolo
2023-12-17,Serie A,Matchweek 16,Away,D,2,2,Udinese,3.0,0.8,67.0,19.0,5.0,2.0,2,2,Sassuolo
2023-12-22,Serie A,Matchweek 17,Home,L,1,2,Genoa,1.4,1.6,43.0,12.0,3.0,0.0,0,0,Sassuolo
2023-12-30,Serie A,Matchweek 18,Away,L,0,1,Milan,0.5,1.5,42.0,12.0,6.0,0.0,0,0,Sassuolo
2024-01-03,Coppa Italia,Round of 16,Away,L,1,3,Atalanta,,,42.0,10.0,4.0,,0,0,Sassuolo
2024-01-06,Serie A,Matchweek 19,Home,W,1,0,Fiorentina,0.9,1.2,34.0,7.0,1.0,0.0,0,0,Sassuolo
2024-01-16,Serie A,Matchweek 20,Away,L,0,3,Juventus,0.3,1.2,54.0,8.0,4.0,0.0,0,0,Sassuolo
2024-01-28,Serie A,Matchweek 22,Away,L,0,1,Monza,0.8,0.4,39.0,14.0,3.0,1.0,0,0,Sassuolo
2024-02-03,Serie A,Matchweek 23,Away,L,2,4,Bologna,0.8,1.1,30.0,12.0,4.0,0.0,0,0,Sassuolo
2024-02-10,Serie A,Matchweek 24,Home,D,1,1,Torino,0.4,1.0,42.0,11.0,4.0,1.0,0,0,Sassuolo
2024-02-17,Serie A,Matchweek 25,Away,L,0,3,Atalanta,1.6,4.2,44.0,11.0,3.0,0.0,0,1,Sassuolo
2024-02-24,Serie A,Matchweek 26,Home,L,2,3,Empoli,1.7,2.0,54.0,18.0,4.0,1.0,1,1,Sassuolo
